Frame,x,y,z
-320,34.84048,212
-320,34.79287,212
-319.8604,34.35059,212
-319.8563,34.34882,212
-319.8563,34.34882,212
-319.8522,34.3471,212
-319.8522,34.3471,212
-319.8522,34.3471,212
-319.8073,34.3321,212
-319.8073,34.3321,212
-319.7664,34.32302,212
-319.7443,34.31944,212
-319.715,34.31583,212
-319.6839,34.31319,212
-319.6509,34.31151,212
-319.609,34.31072,212
-319.5644,34.31127,212
-319.5252,34.31273,212
-319.4841,34.31509,212
-319.4324,34.31908,212
-319.3872,34.32336,212
-319.3209,34.33078,212
-319.2713,34.33708,212
-319.2198,34.3442,212
-319.1664,34.35212,212
-319.1112,34.36083,212
-319.0309,34.37432,212
-318.9713,34.38485,212
-318.9099,34.39612,212
-318.8208,34.4131,212
-318.755,34.42606,212
-318.6736,34.44251,212
-318.6039,34.45694,212
-318.5323,34.472,212
-318.4292,34.49414,212
-318.3534,34.51067,212
-318.2602,34.53127,212
-318.1806,34.54904,212
-318.0827,34.57108,212
-317.9994,34.59002,212
-317.9143,34.60946,212
-317.7924,34.63747,212
-317.7032,34.65802,212
-317.6125,34.67902,212
-317.4826,34.7091,212
-317.3879,34.73107,212
-317.2917,34.75341,212
-317.174,34.78068,212
-317.0742,34.80377,212
-316.9728,34.82718,212
-316.8282,34.86045,212
-316.723,34.88455,212
-316.5948,34.9138,212
-316.4645,34.94339,212
-316.3542,34.96828,212
-316.2424,34.99336,212
-316.1064,35.0237,212
-315.9913,35.04917,212
-315.8279,35.08506,212
-315.7333,35.10567,212
-315.5654,35.14191,212
-315.4683,35.16269,212
-315.3209,35.19396,212
-315.1715,35.2253,212
-315.0455,35.25146,212
-314.8152,35.2986,212
-314.7375,35.31432,212
-314.5807,35.34573,212
-314.475,35.36666,212
-314.315,35.398,212
-314.1802,35.42406,212
-314.0167,35.45524,212
-313.8791,35.48114,212
-313.6843,35.51723,212
-313.5436,35.54288,212
-313.3732,35.57349,212
-313.201,35.60391,212
-313.0852,35.62407,212
-312.9393,35.64913,212
-312.7332,35.68392,212
-312.5546,35.71344,212
-312.4044,35.73784,212
-312.2227,35.76685,212
-312.07,35.79078,212
-311.9161,35.81448,212
-311.7299,35.84262,212
-311.542,35.87041,212
-311.3843,35.89328,212
-311.2254,35.91589,212
-311.0332,35.94266,212
-310.8719,35.96466,212
-310.6768,35.99067,212
-310.4801,36.01627,212
-310.3151,36.03726,212
-310.1155,36.06204,212
-309.9145,36.08636,212
-309.7457,36.10626,212
-309.5419,36.12971,212
-309.3365,36.15266,212
-309.1987,36.16769,212
-308.9561,36.19344,212
-308.7465,36.21495,212
-308.5706,36.23248,212
-308.3583,36.25302,212
